"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04726","Serotonergic synapse - Mus musculus (house mouse)","76/4686","136/9787",0.0363594576698049,0.0635824362328383,0.0270855878997737,"12292/19225/19224/16519/329502/18795/18798/14683/14696/14679/18749/14700/100066/13110/74519/13109/14699/66066/16508/14701/16438/11689/12288/14695/16439/18752/14402/15461/12367/110877/18747/12286/14681/16521/26395/14697/22063/14678/13195/11684/15567/18750/14706/14702/12289/15558/56448/545123/13101/13105/380997/71754/76279/223864/224129/11820/19252/16440/140492/14682/15566/72082/13095/13097/13098/545288/433247/13099/100043108/13096/404195/107141/226105/226143/109731/11836",76
"mmu05169","Epstein-Barr virus infection - Mus musculus (house mouse)","123/4686","228/9787",0.0368834390762567,0.0641696567602221,0.0273357389501795,"20846/12370/70247/12043/56489/12503/23797/22033/22352/72090/59029/66935/22034/14827/12125/228607/13555/21939/56436/18706/12428/24088/19185/17096/26409/230073/16476/18710/433759/12371/100038882/12571/19181/19664/26414/246728/246727/23960/246730/20602/13063/12122/12444/12576/23996/18036/57296/12447/54131/12028/16408/23997/54123/14082/12443/16150/12367/12317/71609/17463/234779/15894/17999/17874/68652/21929/17873/11783/17246/56480/12567/20847/12566/26420/26397/22059/69077/22123/20848/19184/18035/19179/11651/13557/19766/20963/18708/66413/26419/16391/19645/27401/66513/29857/19094/266632/252870/21762/15205/15975/26416/12575/21356/14972/14998/14999/21354/21355/14964/15006/15015/110557/15018/15007/15039/14963/18037/19106/19697/14102/12495/12675/16151",123
"mmu05204","Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse)","52/4686","90/9787",0.037316215098218,0.0645930423781337,0.0275160976946518,"14859/19225/66447/13849/14866/68312/14867/14864/14862/14865/100727/71773/243085/231396/22238/112417/72094/100559/13113/13112/56388/100041449/76263/56615/76971/638251/20887/13106/17960/17961/13077/14858/14871/14872/12408/13078/14870/14869/225884/72082/13095/13097/13098/545288/433247/13099/100043108/13096/404195/107141/226105/226143",52
"mmu04150","mTOR signaling pathway - Mus musculus (house mouse)","87/4686","158/9787",0.0407909663439428,0.070251108703457,0.0299263867914094,"108664/227154/14369/16367/12283/320311/23797/64930/75425/18706/329679/83409/56692/13684/52187/20104/108079/18710/230784/20111/22417/56717/14362/19744/56430/80909/14371/66096/252875/22413/66144/110379/22419/21937/16974/18752/16001/14366/22411/15461/16337/16150/319481/20539/26395/56032/20393/74747/26396/16000/14783/216742/216795/216805/57265/72149/18750/14245/68775/20663/73834/11651/18708/22418/69008/14365/27401/14368/97998/22410/75705/13544/56637/11964/20112/18607/22084/71718/268933/64898/16973/58988/17254/19211/12675/245670/110651",87
"mmu04916","Melanogenesis - Mus musculus (house mouse)","57/4686","100/9787",0.0414143355159635,0.0709662734218268,0.0302310410008091,"14369/12912/26427/18795/18798/14683/14679/108058/18749/12913/22417/14362/14371/22413/208647/17342/22419/18752/12315/14366/22411/15461/18747/11513/14681/26395/14678/12387/208677/26396/17311/12323/21414/216795/57265/18750/104111/12313/13614/12325/22418/104110/14365/13618/14368/11514/328572/11512/22410/11515/13544/224129/56637/12314/12322/14682/21416",57
"mmu05167","Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)","120/4686","223/9787",0.0422301591466087,0.0720024213449678,0.0306724313801684,"20846/12370/12912/17164/56489/19225/23797/15162/13555/66734/277360/18019/18706/14696/19055/17096/14700/16476/18710/12371/56717/12571/14825/20310/26414/22190/14699/66066/13063/14701/16438/12122/14695/21937/94071/16439/12315/22695/54131/12028/15461/54123/14082/12443/16150/12367/71609/18021/234779/67443/15894/26395/14697/12387/12768/12774/15979/26396/56480/12567/20847/19058/78294/26420/21414/22187/104709/22059/20848/56208/30955/18035/14281/12313/11651/14706/13557/20963/18708/14702/19056/26419/100504663/16391/73181/19057/19645/18591/328572/29857/19094/56637/67841/15975/54720/16440/26416/12575/14972/14964/15006/15015/110557/15018/15007/15039/14963/22339/106759/12266/19106/12314/225326/18018/19697/16452/14102/12675/21416/16151",120
"mmu04350","TGF-beta signaling pathway - Mus musculus (house mouse)","62/4686","110/9787",0.0450225755380551,0.0763815833755064,0.0325379179065284,"12168/16324/14264/23893/21808/21825/14118/12156/15901/12162/69585/21812/230597/433759/15903/17965/20481/50765/75788/26965/21803/13732/244058/434215/17125/73699/18007/207596/17127/17130/12160/22041/71775/21813/11481/18119/13179/16325/21402/20185/15902/21809/15216/12161/218441/12166/56438/328572/11479/20683/12667/22042/68799/51792/21815/268977/68010/19877/17128/17131/58988/209268",62
"mmu04978","Mineral absorption - Mus musculus (house mouse)","33/4686","55/9787",0.0474477199627006,0.0800973886499055,0.0341208199835992,"53945/381290/11931/22782/73649/11928/74051/20537/20531/11941/110891/14325/11979/15368/17750/11936/22041/71775/171429/67972/11927/11932/52466/13487/105243/434624/72027/18174/12724/20541/14319/320707/11977",33
"mmu04660","T cell receptor signaling pathway - Mus musculus (house mouse)","68/4686","122/9787",0.048770669216076,0.0819251142989258,0.0348994158766839,"22637/17974/12487/12477/54167/12503/23797/226849/18761/22325/214230/18019/18706/57257/19055/26409/16476/18710/16818/12540/269643/21682/26414/19247/15170/12504/70584/18036/18479/15461/16150/18021/73699/26395/235542/19054/14360/26396/12567/19058/26420/18035/20663/26932/14281/26931/11651/18708/19056/26419/71978/19057/17444/29857/19094/13383/56637/208650/51792/18607/26416/18037/18018/19697/225849/12675/16151/18481",68
"mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Mus musculus (house mouse)","16/4686","24/9787",0.0500175090228673,0.0836076989058713,0.0356161828955402,"50785/23908/56219/15476/233781/93683/319415/54710/217119/218271/17423/54616/14042/15531/72727/50786",16
"mmu05163","Human cytomegalovirus infection - Mus musculus (house mouse)","135/4686","254/9787",0.0505779321089291,0.0841320724348529,0.0358395616484325,"16177/12370/12912/12767/19225/23797/22033/64930/26427/14827/18795/18798/13555/18019/14683/18706/14696/16194/14679/19055/18749/12913/14700/18710/12371/56717/12571/19744/18595/14673/14699/66066/208647/13063/231991/14701/16438/20315/12122/14695/21937/16439/18752/12315/54131/12028/75547/15461/14082/12443/16150/12367/18747/12317/11513/14681/20312/71609/18021/12927/69632/26395/14697/14678/12387/12768/12774/208677/26396/14672/17246/56480/12567/13649/19058/22059/20293/20304/20848/18750/104111/19878/18035/20663/12313/11651/14706/13557/19766/18708/14702/19056/104110/73181/19229/19057/19645/11514/19354/11911/29857/19094/11512/20683/11515/224129/56637/22084/16440/26416/12575/21356/14972/21354/21355/12915/14964/15006/15015/110557/15018/15007/15039/14963/22339/12314/19877/18018/58988/19697/14682/14102/12675/13712/16151",135
"mmu04380","Osteoclast differentiation - Mus musculus (house mouse)","75/4686","136/9787",0.0524408111271052,0.0868073621084606,0.0369792127518678,"16177/14200/20846/12912/14130/246256/14131/23797/21808/22034/19261/18019/18706/14129/12977/19055/26409/21812/16476/18710/16818/14284/21682/26414/11938/12311/17342/16438/19016/21937/16439/232790/18725/232801/21803/22177/14389/16150/234779/13057/26395/21813/68652/15979/14360/20847/19058/26420/18412/53313/12702/18035/14281/11651/20963/18708/19056/26419/16391/19057/18383/66513/29857/19094/12703/15975/15980/16440/26416/12978/18018/19697/12675/16151/237038",75
"mmu05031","Amphetamine addiction - Mus musculus (house mouse)","40/4686","69/9787",0.0589983072375273,0.0967287870538028,0.0412056570872813,"12912/26427/14683/108058/19055/18749/12913/16476/433759/19046/19047/20907/208647/231991/12288/18752/12315/14814/110877/18747/170483/208677/12323/13195/19058/18750/14813/14281/12313/19056/12325/12289/19057/11838/11911/224129/12915/12314/12322/109731",40
"mmu04114","Oocyte meiosis - Mus musculus (house mouse)","68/4686","123/9787",0.0590017234814985,0.0967287870538028,0.0412056570872813,"226849/99152/54401/20878/108058/19055/18749/66440/20111/71890/19046/231207/52206/19047/59008/22628/17120/26965/16438/16439/12315/12447/16001/12877/75430/18747/11513/73699/26395/16000/12566/12323/19058/67579/30939/21402/66156/104111/22630/26932/12313/26931/19056/12325/56739/104110/19057/22631/11514/56438/29857/19094/11512/11515/224129/20112/51792/268930/16440/26416/12314/52563/12322/225849/208922/20874/24061/110651",68
