"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu05410","Hypertrophic cardiomyopathy - Mus musculus (house mouse)","74/4686","100/9787",8.30319561090213e-08,1.01121060832772e-06,4.30767291091915e-07,"241113/13346/21956/12292/21808/12296/12298/16420/16403/22138/17868/20648/16905/59069/108097/22004/108079/12293/108099/24051/18125/17906/11938/11461/20392/12391/12288/16651/81904/54378/21954/110891/21803/326618/20650/11606/16412/319480/22003/56808/13138/17897/104099/16773/16000/16404/24052/53313/20391/12295/16399/11421/192897/11465/21809/320910/20191/13614/16398/109700/12294/12289/17888/140781/24053/20649/12297/19082/16421/16772/20541/13527/13726/13405",74
"mmu04152","AMPK signaling pathway - Mus musculus (house mouse)","90/4686","127/9787",1.0768063162347e-07,1.26617570288288e-06,5.39380296335351e-07,"227154/12912/241113/16367/12283/72674/23797/226849/170768/64930/68365/14378/26427/15378/18534/18706/12428/56458/74343/108097/26409/12913/108079/18710/56717/12491/19744/108099/269643/19017/57915/100705/16369/208647/231991/19016/68465/232493/78070/14936/16001/13631/12443/16337/15568/384783/17274/73699/235542/270198/19054/56484/18641/208677/13629/16000/20787/20528/107476/14377/68401/72149/14104/19325/26932/26931/11651/56421/14120/14121/15357/18708/74551/69008/11549/71978/18642/19082/51792/18607/22084/19326/12683/12894/58988/225849/20250/329065/20249/18639",90
"mmu00510","N-Glycan biosynthesis - Mus musculus (house mouse)","44/4686","53/9787",1.20603529933062e-07,1.29681753487331e-06,5.52433461375265e-07,"269181/107895/227619/57170/13481/20014/66248/68563/17156/66789/66357/14595/56737/320438/53418/230815/13200/57357/57377/103963/140481/381903/207958/80286/16430/13478/102580/68292/17155/17308/103534/268510/53618/13135/17309/223774/208211/208624/20440/17158/14376/69038/67075/67574",44
"mmu04979","Cholesterol metabolism - Mus musculus (house mouse)","42/4686","50/9787",1.20961133366964e-07,1.29681753487331e-06,5.52433461375265e-07,"104086/11807/27413/14725/18830/320024/20661/13122/11303/100102/100017/12491/20778/105886299/11812/11816/79196/22335/16956/16835/11806/11814/11808/15450/16971/22333/59045/11818/238055/67963/218203/22334/12684/12257/223920/57875/30960/27409/67470/18145/16891/16889",42
"mmu04610","Complement and coagulation cascades - Mus musculus (house mouse)","70/4686","94/9787",1.21695487143537e-07,1.29681753487331e-06,5.52433461375265e-07,"20720/12269/14060/50702/545366/12628/11905/14067/69379/15139/21788/12258/14061/333883/21824/99571/14161/110135/14066/12630/110382/230558/12260/12262/12259/17175/18787/50909/50908/667277/22371/12273/16411/14068/14058/18791/109821/16621/14065/18816/22370/20701/20700/20702/20704/268591/74145/58992/14062/18792/17194/12759/56373/12274/109828/12279/385643/16644/17174/19128/18815/12268/625018/14962/12266/19123/17195/14071/14069/278180",70
"mmu04070","Phosphatidylinositol signaling system - Mus musculus (house mouse)","71/4686","96/9787",1.57815085469932e-07,1.6307558831893e-06,6.94688414508792e-07,"18711/18802/16331/227333/227399/240752/320404/18718/64436/104418/228550/327655/110911/18795/18798/55980/18706/107650/18710/16330/67073/74596/110524/16438/97287/18705/16439/18752/12315/16332/18704/52858/101490/212111/54384/234515/234779/27399/76500/18799/69718/117150/13139/74302/170749/56077/72469/18750/217480/12313/217837/75678/18708/219024/219135/380921/224020/110197/104015/20975/16440/271424/12314/225326/114663/18719/19211/74055/84095/320634/17772",71
"mmu04933","AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)","74/4686","101/9787",1.65528949329851e-07,1.66015799180822e-06,7.07213467725062e-07,"12825/20846/14268/18802/12829/12828/12043/20339/23797/21808/18795/18798/21824/18706/56458/14066/21812/16476/18710/12540/18762/18127/26414/18787/12843/12576/21803/12028/50490/15461/12443/12826/12827/12367/17390/234779/11606/15894/17127/21813/18799/12567/26420/20293/12842/20850/20848/72469/18750/21809/11651/11607/13614/18708/26419/29857/19094/26416/18712/22339/18754/13653/13367/17128/18018/19697/22340/16452/74055/13058/237038/94216/12830/14205",74
"mmu00270","Cysteine and methionine metabolism - Mus musculus (house mouse)","45/4686","55/9787",2.02370211097577e-07,1.97166405669354e-06,8.39912455081675e-07,"70266/56369/13436/269378/14854/236539/229709/14630/229905/107869/20810/67870/257635/231691/17448/74340/232087/16832/12035/12036/16828/67873/234724/14629/100041585/11702/17449/108645/13435/104923/238505/12116/64918/11720/210808/268782/22117/246221/11615/12411/14711/12583/107272/14718/20603",45
"mmu05222","Small cell lung cancer - Mus musculus (house mouse)","69/4686","94/9787",3.83881442745143e-07,3.63621033266927e-06,1.54899529528742e-06,"14268/12829/12828/12043/19225/16782/226519/20183/23797/22033/16780/20181/23928/22029/16403/22034/12048/13555/16776/18706/54124/18710/22642/12371/12571/13063/12576/12447/12028/12443/12826/12827/16150/12367/16412/11797/11796/16779/16773/16775/17873/11783/12567/12566/22059/22032/18126/16399/16777/18035/11651/13557/66197/18708/16398/218772/14198/19645/27401/12575/16772/16774/19697/19211/12675/11798/16151/94216/12830",69
"mmu04530","Tight junction - Mus musculus (house mouse)","113/4686","169/9787",3.97438885539547e-07,3.66288270186448e-06,1.56035750226053e-06,"227157/76709/241113/22145/67771/16456/74192/18538/98932/58220/18759/12479/16800/68328/70737/108097/18749/54357/17475/16476/12695/108079/12540/18762/64945/108099/242894/269643/26414/17906/56378/12739/60363/11461/56443/11867/14924/68089/53857/56449/68188/22323/60595/71960/21872/434204/23859/13043/12443/102098/17274/18747/73608/93742/16412/75723/83964/73699/19684/235442/68178/17999/56332/23828/27375/12567/17904/18016/66713/26420/16897/77579/53624/13866/26941/217325/11465/19878/18260/218518/12289/26419/14463/71978/58187/17886/19082/22146/17880/12741/12737/13383/67374/54420/21844/12394/56173/72058/22350/51792/54419/74094/224912/67938/18754/19877/104027/83814/93737/17698/53310/12738/27494",113
"mmu01522","Endocrine resistance - Mus musculus (house mouse)","68/4686","93/9787",5.95424290421978e-07,5.34314955352354e-06,2.27613717668235e-06,"12043/23797/18128/27413/54485/271849/16449/13555/17979/14683/18706/20416/18129/18749/16476/12580/18710/56717/26414/12576/12028/16001/15461/12443/18747/11513/17390/59035/26395/13982/216148/26396/16000/17246/12567/13649/26420/20185/22059/19014/13866/104111/20663/14281/11651/16450/13557/20418/18708/26419/104110/19645/11514/29857/19094/11512/20683/11515/224129/13388/26416/12575/18131/18132/15200/58988/12015/11836",68
"mmu05132","Salmonella infection - Mus musculus (house mouse)","159/4686","252/9787",6.1762937805282e-07,5.40029789528235e-06,2.30048189396192e-06,"17087/12370/76709/22145/12043/226421/240752/67771/23797/53791/74192/16574/50884/22034/80743/67068/98932/140579/545486/22035/18706/18645/622434/16649/24088/20194/192656/26409/22166/21898/16476/12540/69582/242894/26414/56455/17906/56378/11461/19159/56443/11867/245880/73178/27205/20336/13063/107607/13191/67166/68089/101314/53857/17113/14433/21937/18705/12028/20430/18479/56212/18704/66824/15461/14082/16150/22428/12367/320795/234663/71609/234686/74568/22152/12363/11797/11796/117149/71732/16173/71999/235406/26395/12306/17920/235661/17874/12387/17281/68652/70297/26396/22027/17898/66713/76884/26420/21402/21414/11840/26397/18643/68097/19345/353047/11841/19157/11465/11852/19878/30955/18035/11845/80837/14281/13424/15519/16593/11651/100041194/218035/140580/66482/19766/22151/73710/17948/17940/26419/16648/21933/69146/56551/66513/29857/19094/266632/22146/16646/66616/26416/22154/74764/22153/67938/16573/225326/67665/67951/16594/19697/66395/12675/21416/12369/192176/16151/18481/56382",159
"mmu05215","Prostate cancer - Mus musculus (house mouse)","72/4686","100/9787",7.52955988443955e-07,6.41894980148472e-06,2.73441911592805e-06,"12912/12043/23797/26427/20732/13555/18706/56458/54635/13645/12913/18710/12371/56717/18595/18590/208647/231991/21802/12576/12447/16001/14183/15461/12443/16150/18791/14182/71785/17392/26395/12387/208677/26396/22027/16000/17246/12566/13649/21414/22059/13866/18035/20663/15519/11651/13557/18708/18792/19645/18591/11911/328572/104156/56637/13876/50528/18607/12575/94224/21417/18596/14870/14869/225884/19697/12015/19211/12675/21416/11836/16151",72
"mmu01230","Biosynthesis of amino acids - Mus musculus (house mouse)","59/4686","79/9787",1.01477958881405e-06,8.4399960923315e-06,3.59536799117687e-06,"15926/66646/227231/14645/11898/170718/18770/236539/107869/11428/230163/13806/257635/231691/100678/109900/27053/19895/232087/13807/14433/12035/12036/269951/11674/21351/108682/67834/18746/109652/11846/18641/18478/108037/12974/56012/108645/20425/13808/11676/217214/71776/56421/238505/21881/11720/66194/76282/18642/12411/18563/107272/56454/18648/14718/18416/15929/18655/19139",59
"mmu03320","PPAR signaling pathway - Mus musculus (house mouse)","65/4686","89/9787",1.12948279685731e-06,9.17032461257961e-06,3.90648185379221e-06,"11363/104086/74205/13167/20183/11807/20181/26569/22259/26458/18830/18534/11770/15360/11364/13122/11832/11520/20280/277753/13118/13119/13117/666168/100040843/14077/12491/80911/22190/14080/19016/26459/78070/103968/109264/16956/26457/11806/11814/66113/235674/113868/13124/12140/216739/11430/208715/93732/74551/19013/74147/18607/19015/57875/57435/66968/12894/56473/20411/20250/329065/20249/433256/14933/50790",65
"mmu04137","Mitophagy - animal - Mus musculus (house mouse)","72/4686","101/9787",1.39874660115134e-06,1.10923858370374e-05,4.72526391576219e-06,"226421/641376/53375/228361/12048/13555/66734/67414/17827/269523/16476/68943/68350/170731/26414/100756/22190/66437/231874/75788/52440/13666/17342/94044/12034/57436/53333/233204/66922/12176/15461/14232/20437/23802/13000/67443/270151/23806/17532/72825/56484/66687/56480/14479/78294/26420/18412/22187/22059/56486/59040/19345/56208/17966/13665/382793/26419/12177/11911/68653/20683/74143/28185/50873/214952/13001/21425/19697/69104/209446/72018/59026",72
"mmu05205","Proteoglycans in cancer - Mus musculus (house mouse)","131/4686","204/9787",1.52349865570057e-06,1.16152666289085e-05,4.94800677508683e-06,"14369/13869/14268/14733/329251/23797/21808/22325/21825/20971/18706/24088/57257/108058/109676/18749/21898/20104/18710/20544/22417/12540/15530/56717/14362/15234/19046/16542/15442/19247/19047/14371/11461/12843/17295/22413/16438/12391/22419/15170/16439/18752/232807/21803/16001/29875/14366/18479/22411/66922/15461/13043/12443/11733/14182/12367/14388/18747/17390/234779/16412/69632/12402/69253/19684/26395/17532/12387/13982/11735/26396/16000/13179/17022/17931/327826/17246/13867/12512/12323/13649/216795/22059/22370/12842/13866/20848/57265/18750/11465/20969/19878/22160/20663/11651/19206/13039/18708/16398/12325/18792/22418/14365/14000/15529/14368/29857/19094/22410/75705/83383/66911/21844/22350/18607/16440/26416/12575/22339/19877/15200/12322/58988/14102/74055/18569/11836/13712/14734/192176/17698",131
"mmu04022","cGMP-PKG signaling pathway - Mus musculus (house mouse)","113/4686","172/9787",1.53280644663016e-06,1.16152666289085e-05,4.94800677508683e-06,"12912/16367/381290/12292/19735/11931/23797/26427/11552/11550/18795/18798/98932/18019/54195/60596/17261/18160/11928/14679/242202/19055/12913/18386/18158/230899/18127/19046/19047/11938/14886/16369/14673/208647/231991/16438/11941/12288/54611/16523/16439/110891/12315/22323/17258/17540/18576/16337/384783/22335/11556/11739/213435/11513/333329/18021/234889/11936/26395/14678/208677/26396/14672/67972/17931/19058/11548/22333/104709/11932/53313/104111/19878/30955/12313/11651/11607/238564/17260/19056/22334/105675/12289/17888/140781/104110/73181/14463/11549/19057/13618/11514/11911/11512/11515/385643/16644/107589/224129/16440/12915/20807/20541/18754/12314/19877/18018/12015/14682/19091/11554/11740/320707",113
"mmu04921","Oxytocin signaling pathway - Mus musculus (house mouse)","102/4686","153/9787",1.78661696530018e-06,1.29867841545252e-05,5.53226180992274e-06,"241113/329251/12292/19735/19225/12296/12298/16519/20192/329502/18795/18798/98932/18019/14683/54195/60596/18160/108097/14679/108058/19055/18749/16476/108079/230899/12293/18127/108099/19046/19047/11461/16438/52163/12288/16439/18752/81904/54378/232807/12315/13631/15461/12443/18747/213435/11513/14681/18021/234889/16521/23938/26395/56808/14678/28240/26396/13629/17931/17904/12323/13649/19058/16515/23939/104709/12295/18750/16518/11465/104111/19878/30955/14281/12313/20191/238564/17260/19056/12325/12294/12289/104110/73181/19057/11514/16520/11512/12297/19082/11515/107589/224129/54720/16440/12575/12314/19877/12322/18018/14682/13712",102
"mmu04010","MAPK signaling pathway - Mus musculus (house mouse)","183/4686","299/9787",1.78996731748587e-06,1.29867841545252e-05,5.53226180992274e-06,"26921/16177/13869/17164/12292/23797/21808/12296/12298/65964/19099/22034/12064/329502/12531/58231/14013/54635/13636/13638/12977/13645/19055/56692/18749/26409/21812/21687/16476/53608/20111/12540/13836/12293/15234/14184/18595/16542/26414/330177/15507/18590/14673/14254/17295/14701/21802/19713/12288/21937/18205/14177/70686/18752/81904/54378/19060/21803/269881/233046/18048/56636/16001/18479/109689/66922/381921/14183/15461/18218/16337/16150/14182/12367/18747/12286/71609/18021/234878/71785/23938/26395/114713/17532/235584/102626/56808/21813/17874/68652/67112/17347/17873/26396/16000/67603/17311/19279/215449/13867/13649/19058/14172/14257/26420/26397/23939/22059/216869/216965/18015/12291/18053/12295/13866/72349/17762/26406/18750/20663/19042/18654/14281/21809/73086/11651/14186/17260/19418/14165/19056/12294/12289/26419/14180/19057/56274/11600/19354/18591/66513/11911/29857/19094/266632/12297/15370/26404/71751/16180/20112/26407/30957/58226/19252/26416/13163/15511/193740/22339/20807/18188/13640/240168/18596/12978/18018/19697/26403/26412/19395/56613/22340/14102/12675/240672/11836/13712/192176/16151/80903/110651/14205",183
"mmu04144","Endocytosis - Mus musculus (house mouse)","167/4686","270/9787",2.01876555608543e-06,1.43416469713569e-05,6.10942207762696e-06,"211673/98366/76709/347722/20479/12767/67771/103967/215632/227700/13429/72543/74192/16574/215280/77038/22034/98878/16396/99371/58220/19334/228998/66371/18805/18759/22365/54673/107568/76959/12757/21812/20404/230597/100017/230837/12540/12345/18762/140500/213990/242894/14184/18595/320129/26431/77407/56378/19159/75788/56443/11867/12343/73178/330319/66700/70527/52055/232227/78287/12391/68089/28006/243621/68953/259300/232910/80794/11771/22088/16001/109689/69710/14183/15461/11772/75767/52348/234353/73711/17274/13859/116733/19341/93742/16835/12402/18854/17127/27965/17999/18571/21813/12774/66201/30930/70432/67282/17246/67588/13649/66713/216724/11840/13855/216859/216869/216963/268451/71770/67300/71889/27681/19345/11841/19157/15239/19325/211914/11845/218038/74325/14186/218441/11843/13132/66914/16185/66251/11842/11773/78618/22042/208650/16004/215445/19326/14972/15511/193740/14964/15006/15015/110557/15018/15007/15039/14963/20405/106572/57440/16573/30948/106952/67804/83814/93737/110355/13660/18719/107338/14773/55988/16186/67028/245666/58194",167
"mmu05145","Toxoplasmosis - Mus musculus (house mouse)","76/4686","109/9787",2.86648214656688e-06,1.99483757546797e-05,8.4978418093712e-06,"17087/20846/12370/12043/16782/226519/23797/21808/16780/23928/16403/22034/12048/21939/16776/24088/14679/26409/21898/12371/26414/13063/11689/21937/21803/18036/16150/12367/14681/16412/11797/11796/16835/14678/16779/17874/12774/68652/15979/16773/16775/15944/26420/54396/26397/104709/18126/20848/16777/30955/18035/21809/11651/105675/26419/66513/29857/19094/266632/12265/12703/15980/18607/26416/14998/14999/15511/193740/16772/16774/19697/12015/16452/12675/11798/16151",76
"mmu04148","Efferocytosis - Mus musculus (house mouse)","107/4686","163/9787",3.06036375551549e-06,2.08716808126156e-05,8.89116206865552e-06,"381246/73122/70676/12912/19329/17164/226421/19225/18514/20181/68365/22259/21825/22174/17289/19261/80743/12608/18019/11863/20501/13609/108058/11303/381560/12260/12262/12259/212555/12491/11980/19247/11938/19016/11689/15170/70686/21803/26362/78070/56632/233246/17304/233571/18442/330662/18218/50770/14456/11502/12367/12317/20312/18021/192654/12927/13857/71732/26395/214058/11487/69981/235584/20393/11846/12215/26396/192188/320091/16971/12323/171284/276891/53313/19345/18613/13435/18263/11491/238257/218035/140580/66694/12325/192187/73181/50769/219149/107831/53357/29857/19094/105722/209018/16423/19128/19015/26416/70417/12322/18018/12894/16452/16889/240672/12369/320940",107
"mmu03050","Proteasome - Mus musculus (house mouse)","38/4686","47/9787",3.24965578138039e-06,2.17280906166806e-05,9.25598550733732e-06,"70247/19177/59029/228769/26444/56436/19172/19185/26442/26445/19181/67151/66537/23996/57296/26440/23997/17463/26441/103554/19175/69077/26446/22123/19192/19184/26443/19167/19179/19166/66413/19173/19186/19188/21762/19170/16912/16913",38
"mmu04216","Ferroptosis - Mus musculus (house mouse)","34/4686","41/9787",3.65489424010545e-06,2.35141709240321e-05,1.00168408319692e-05,"53945/74205/66734/14854/12870/14630/67547/23983/74244/14792/14325/22335/15368/67443/14629/22041/71775/11793/625249/216739/22059/69215/434624/22334/27057/213053/18174/22042/17254/14319/433256/13058/50790/20229",34
"mmu05165","Human papillomavirus infection - Mus musculus (house mouse)","214/4686","359/9787",3.6585828269097e-06,2.35141709240321e-05,1.00168408319692e-05,"108664/20846/12370/14369/12912/14268/12829/12828/12835/55927/56489/19225/16782/226519/23797/226849/16780/18128/64930/23928/16420/16403/26427/21825/16449/13555/58220/14683/16776/15213/18759/18706/12428/56458/18129/13645/18749/242341/74164/12913/12695/18710/12840/56198/433759/22417/12540/56717/18762/100038882/12571/14362/19699/19744/269643/19664/20750/231655/21871/14371/12843/22413/66144/208647/76252/231991/14924/22419/21937/22371/12444/12576/12447/54131/12028/22215/14366/23859/22411/15461/14082/12443/12826/12827/16150/12367/12845/18747/19651/71609/11972/93742/16412/270118/73699/18746/319480/26395/245000/235542/245026/16779/104099/12387/19054/16773/15214/16775/12834/12833/23805/208677/26396/17246/56480/12567/20847/12566/16404/13649/103806/21414/16362/216795/16897/22059/22370/12842/11975/103733/103768/16399/57265/12006/26941/217325/192897/19719/68775/16777/20663/26932/73834/19164/19179/26931/11651/320910/21752/21828/18708/16398/109700/22418/16391/14365/71978/19645/14368/17305/328572/22410/16421/13544/15205/13383/56637/11964/15975/17857/17858/21826/21374/51792/22084/12005/11974/12575/18131/14972/18132/81877/14964/15006/15015/110557/15018/15007/15039/14963/22339/106759/224912/16772/19106/16774/11789/18596/93687/93737/27060/58988/19697/225849/12015/19211/14102/12675/21416/27061/16151/53310/94216/12830",214
"mmu04140","Autophagy - animal - Mus musculus (house mouse)","109/4686","167/9787",3.72365170057986e-06,2.35141709240321e-05,1.00168408319692e-05,"12421/12633/16367/77040/66615/12043/226421/23797/18761/64930/70231/51897/228361/22034/80743/12048/66734/68728/18706/54673/18749/26409/52187/242557/108079/18710/56717/19744/26414/22190/16369/74781/15289/52440/13666/22320/16438/97287/74244/57436/16001/78610/73683/66922/12176/22264/15461/13033/384783/16783/17274/18747/67443/235040/71732/26395/13143/17532/53331/11793/74747/641340/26396/13144/56480/74302/56418/19324/78294/26420/18412/237782/22187/56486/75909/170749/56208/17966/353047/78943/52639/13665/217695/76559/11651/218035/69635/13039/66795/18708/26419/100504663/13030/97998/68118/67474/100502698/67841/18607/22084/225326/67526/100502841/58988/12015/19211/16784/18518/245670",109
"mmu05412","Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse)","62/4686","86/9787",4.10312822736052e-06,2.54393950096353e-05,1.08369702464259e-05,"13346/12292/12296/12298/16420/16403/20648/16905/12293/24051/18125/11938/11461/20392/12391/12288/16651/81904/54378/110891/20650/16412/319480/56808/13138/104099/12387/16773/14609/216033/16404/24052/21414/53313/20391/12295/16480/16399/192897/11465/320910/20191/11472/109620/16398/109700/12294/12289/24053/20649/12297/16421/67451/16772/20541/12558/13506/13527/12385/21416/13726/13405",62
"mmu04611","Platelet activation - Mus musculus (house mouse)","85/4686","126/9787",6.27680765345039e-06,3.78848551824326e-05,1.6138632551862e-05,"12825/14131/14127/23797/279028/19224/14061/329502/18795/18798/14683/18759/18706/18441/54195/60596/99571/14161/110135/14679/18749/17096/21894/18710/18762/18127/19046/19047/109305/11461/12843/22320/54368/16438/22371/16439/243816/232906/19222/22323/20866/14065/18747/213435/11513/234779/16412/234889/69632/70549/14678/14360/17931/215449/104709/14723/18436/12842/16399/11465/104111/19878/30955/11651/238564/20963/14062/18708/16398/104110/11514/29857/19094/11512/11515/14729/107589/224129/16440/26416/67938/19877/19395/14682/19091",85
"mmu00260","Glycine, serine and threonine metabolism - Mus musculus (house mouse)","33/4686","40/9787",6.38775815831589e-06,3.78848551824326e-05,1.6138632551862e-05,"11611/192166/67092/236539/107869/76238/257635/231691/100678/12183/68133/434437/14431/108037/56012/20425/27364/19193/11754/71776/13382/12116/74129/218865/268782/26912/12411/14711/110695/107272/104174/18648/109731",33
"mmu01040","Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse)","29/4686","34/9787",6.44375835947534e-06,3.78848551824326e-05,1.6138632551862e-05,"30963/56348/170439/209186/230161/12012/66775/20280/54325/70025/80911/106529/57874/68801/235674/113868/11430/171210/26897/171281/54326/70757/15488/56473/76267/20250/329065/20249/12686",29
"mmu04151","PI3K-Akt signaling pathway - Mus musculus (house mouse)","217/4686","367/9787",6.88481498991805e-06,3.97918968061365e-05,1.69510163890935e-05,"12912/13869/14268/16367/12829/12828/12835/12043/16782/226519/23797/226849/16780/20181/64930/263803/23928/16420/14378/16403/26427/12064/21825/12125/12048/27219/54401/18534/16776/16196/18706/14696/54635/24088/13636/13638/16194/74343/75778/12977/13645/13684/12913/14745/14700/21898/20104/21687/108079/18710/12840/13836/12371/56717/12571/15234/50791/19699/18127/19744/14184/269643/18595/16542/20750/22628/18590/14254/14699/66066/12843/17295/243764/208647/231991/14701/21802/14924/19713/14695/22371/18205/14177/12444/12576/232493/12447/18048/14936/56636/16001/16190/14183/15461/12443/16337/12826/12827/16150/14182/12845/320795/19651/16412/71785/12539/13857/73699/319480/26395/14697/235542/245026/16779/104099/19054/20393/16773/16775/56484/74747/12834/12833/67112/208677/26396/22027/16000/17311/17246/12567/13867/12566/16404/18413/13649/14172/14257/104709/22059/22370/12842/18053/13866/14377/12189/68401/16399/18750/192897/22630/16777/30955/20663/26932/18654/26931/15519/11651/320910/14706/20963/14186/21828/14062/18708/16398/109700/14165/14702/74551/14180/71978/14600/18414/19116/22631/11600/16185/18591/11911/15370/75705/16421/56637/15975/21826/51792/18607/22084/12575/12915/81877/22339/18188/13640/16772/16774/18596/12978/58988/19697/225849/12015/22340/12669/16452/19211/83490/12675/16151/16186/80903/78134/94216/12830/14205",217
"mmu00010","Glycolysis / Gluconeogenesis - Mus musculus (house mouse)","50/4686","67/9787",7.06183211198969e-06,4.01347458364748e-05,1.70970672185014e-05,"56752/14378/68738/60525/18534/18770/11522/26876/11532/72535/230163/72157/58810/13806/11669/12183/15277/13807/14433/16832/14751/16828/11674/235339/72141/18746/15275/216019/18641/56012/103988/11671/13808/11676/14377/68401/13382/56421/212032/14120/14121/68263/74551/18642/319625/110695/17330/18648/18655/18597",50
"mmu04015","Rap1 signaling pathway - Mus musculus (house mouse)","134/4686","214/9787",8.3026839317249e-06,4.64133642740687e-05,1.97717063430205e-05,"64143/23797/13800/22325/19730/107746/56508/12388/21825/18795/18798/15901/58220/14683/18759/18706/18645/18441/54635/13636/13638/99470/12977/14679/57257/13645/21894/14745/21687/18710/12540/110351/13836/18762/15234/50791/14184/18595/16542/18590/11461/14254/17295/14924/14177/18752/101540/12315/22323/74206/18048/56636/16001/16408/14183/15461/16337/14182/14065/11513/14681/12550/12927/244668/93742/16412/71785/13489/26395/70549/17532/14678/12387/11540/67112/26396/16000/17311/215449/13649/14172/14257/26397/11541/18643/18053/16399/18750/11465/104111/238130/18760/217692/18654/12313/14026/11651/217944/14186/14062/18708/14165/104110/14180/11600/11514/19354/18591/29857/19094/223864/11512/11515/224129/21844/14293/26416/22339/13640/240168/75292/12314/106952/18596/12978/93737/20469/19395/22340/14682/74055/80903/78134/14205",134
"mmu04371","Apelin signaling pathway - Mus musculus (house mouse)","92/4686","139/9787",8.94779656545735e-06,4.92128811100154e-05,2.0964277182226e-05,"241113/208727/23797/23796/20192/18795/18798/16449/66734/14696/17261/108097/14679/18749/21812/14700/20104/108079/20544/56717/18127/108099/19017/20750/18125/17906/18787/14699/66066/14701/16438/14695/16439/110891/12315/56632/17258/103968/66922/18576/15461/12443/18791/16598/18747/213435/11513/12550/67443/17127/26395/14697/17532/14678/17897/14219/21780/26396/104709/18126/56208/15184/17896/104111/30955/12313/11651/20191/14706/11607/238564/17260/14702/104110/11514/11512/19082/11515/107589/224129/16440/18131/20541/18754/12314/225326/13653/17128/58988/14682/11475/30878",92
"mmu04512","ECM-receptor interaction - Mus musculus (house mouse)","63/4686","89/9787",9.22218389545528e-06,4.99169001325437e-05,2.12641834180924e-05,"14268/12829/12828/12835/16782/226519/16780/23928/16420/16403/21825/20971/16776/242022/64051/114249/12840/15530/11603/12491/19699/231470/20750/12843/54368/22371/243816/64176/12826/12827/12845/16412/319480/245026/13138/16779/104099/16773/16775/12834/12833/16404/14723/22370/12842/16399/192897/20969/16777/320910/21828/75209/16398/109700/16421/14729/16423/21826/81877/16772/16774/94216/12830",63
"mmu04068","FoxO signaling pathway - Mus musculus (house mouse)","88/4686","133/9787",1.42148866436727e-05,7.57386928983186e-05,3.2264051921494e-05,"241113/16367/23797/21808/14378/12359/12125/27219/58231/18534/22035/18706/73251/56458/108097/13609/13645/21812/108079/18710/12795/329934/108099/12452/26414/16369/12444/57436/12576/21803/15469/16001/26557/12176/15461/12443/16337/384783/16150/26558/16598/19651/12581/17127/26395/21813/14816/20393/56484/17873/26396/16000/17246/12566/13649/26420/20528/56486/20848/14377/68401/20663/21809/11651/26556/18708/20620/26419/74551/27401/67731/27373/328572/29857/19094/19082/252870/12053/20656/18607/26416/12575/67526/17128/19211/12675/11836/54601",88
"mmu00620","Pyruvate metabolism - Mus musculus (house mouse)","35/4686","44/9787",1.58718274196063e-05,8.32660484628579e-05,3.54706426543429e-05,"56752/68738/60525/18534/18770/11522/26876/11532/76238/72535/58810/100705/11669/17448/16832/16828/109264/52815/235339/18746/17449/75572/11671/107476/13382/74156/68263/74551/224530/110460/14651/110695/107029/18563/18597",35
"mmu04066","HIF-1 signaling pathway - Mus musculus (house mouse)","78/4686","116/9787",1.79651055771455e-05,9.28197121485851e-05,3.95404237583107e-05,"12043/23797/170768/228026/18706/16194/11863/108058/13645/13684/230163/21898/20104/21687/18710/230899/56717/13806/18127/18787/14254/15277/22346/13807/14433/17000/12576/16832/18752/112406/16828/16001/11674/16337/15368/234779/112405/26395/22041/71775/15979/15275/216019/18641/17347/26396/16000/12323/13649/13808/11676/18126/13866/20848/18750/112407/11651/56421/13614/212032/18708/68263/12325/11600/56438/328572/18642/22042/15980/12575/22339/71745/12322/58988/19697/13058/18655/18597",78
"mmu04520","Adherens junction - Mus musculus (house mouse)","64/4686","92/9787",1.93981516483373e-05,9.87279061504929e-05,4.20572651605742e-05,"12388/19271/98932/19246/56426/26409/21812/19268/242687/12540/22612/17906/231858/11461/75788/245880/17295/73178/15170/19294/60595/69903/21872/16001/29875/16337/14182/13000/12562/12550/93742/58235/17127/21813/12387/14360/83767/216033/19263/215449/17898/216527/13649/21414/13866/108100/11465/19878/11431/22330/380928/19354/328572/77446/58998/13001/14158/19274/67938/19877/12385/17128/20411/21416",64
"mmu04668","TNF signaling pathway - Mus musculus (house mouse)","79/4686","118/9787",2.02849499198377e-05,0.000101723057686245,4.3333174751356e-05,"16182/12633/12370/12912/19225/20339/23797/22033/22029/69601/26427/16449/16396/12608/18706/12977/26409/12913/16476/18710/21938/14825/20310/26414/208647/231991/21937/12051/14082/16150/67384/12367/16168/257632/20312/71609/74568/17392/11797/11796/15894/26395/68652/21929/208677/13650/26420/16362/26397/20293/20304/217344/12702/11491/18035/14281/73086/11651/19766/13614/18708/26419/17387/66513/11911/29857/19094/74006/26416/12915/19697/67457/56613/14102/12675/12369/11798/16151/14205",79
