"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu05163","Human cytomegalovirus infection - Mus musculus (house mouse)","127/4354","254/9787",0.0423582542448265,0.0740726394742864,0.0315543270487777,"16177/12370/12912/12767/23797/22033/64930/26427/14827/18795/18798/13555/18019/14683/18706/14696/16194/14679/19055/18749/12913/14700/18710/12371/56717/12571/19744/18595/14673/66066/208647/13063/231991/14701/16438/20315/12122/14695/21937/16439/18752/12315/54131/12028/75547/15461/12443/16150/12367/18747/12317/11513/14681/20312/71609/18021/12927/69632/26395/14697/14678/12387/12774/208677/26396/14672/17246/56480/12567/13649/19058/22059/20848/18750/104111/19878/18035/20663/12313/11651/13557/19766/18708/14702/19056/104110/73181/19229/19057/19645/11514/19354/11911/29857/19094/11512/20683/11515/224129/56637/22084/16440/26416/12575/21356/14972/21354/21355/12915/14964/15006/15015/110557/15018/15007/15039/22339/12314/19877/18018/58988/19697/14682/14102/12675/13712/16151",127
"mmu04914","Progesterone-mediated oocyte maturation - Mus musculus (house mouse)","50/4354","93/9787",0.0446107582168532,0.0776136150609538,0.0330627531360136,"23797/99152/12531/20878/18706/14679/18749/66440/18710/20111/71890/231207/52206/26414/59008/17120/16001/12877/75430/18576/18747/11513/26395/14678/56371/16000/12566/67579/20868/26420/66156/104111/15519/11651/18708/26419/104110/11514/29857/19094/11512/11515/224129/20112/268930/26416/52563/208922/11836/110651",50
"mmu04660","T cell receptor signaling pathway - Mus musculus (house mouse)","64/4354","122/9787",0.0457770501311159,0.0789027334335711,0.0336119068184374,"22637/17974/12487/12477/12503/23797/226849/18761/22325/214230/18019/18706/57257/19055/26409/16476/18710/12540/269643/21682/26414/19247/15170/12504/70584/18036/18479/15461/16150/18021/73699/26395/235542/19054/14360/26396/12567/19058/26420/18035/20663/26932/14281/26931/11651/18708/19056/26419/71978/19057/29857/19094/13383/56637/208650/51792/18607/26416/18037/18018/19697/225849/12675/16151",64
"mmu04130","SNARE interactions in vesicular transport - Mus musculus (house mouse)","20/4354","33/9787",0.0458144903807832,0.0789027334335711,0.0336119068184374,"58244/20333/22319/71116/20907/12068/53620/22320/22317/56216/67023/74732/53331/56418/55943/22318/53334/56494/67474/56389",20
"mmu03018","RNA degradation - Mus musculus (house mouse)","45/4354","83/9787",0.046859963672738,0.0801998633402291,0.0341644733475895,"15510/227715/24128/50911/69639/72162/319885/66362/230721/13806/231464/76522/66373/67678/232791/27998/18983/78651/214627/234699/69305/13209/66317/353190/24127/66446/18641/12226/103135/57316/71701/104625/69125/13808/56421/75901/18458/57259/18642/74108/240023/108077/27756/225929/66583",45
"mmu03013","Nucleocytoplasmic transport - Mus musculus (house mouse)","62/4354","118/9787",0.0470380430147971,0.0801998633402291,0.0341644733475895,"108989/56009/226747/74412/227699/227720/56488/66679/13628/16649/97112/60365/72787/17149/230673/16650/67878/269113/100042165/19384/107939/54563/110379/320727/19428/74204/67031/71805/234733/13627/73192/78428/107829/103573/66011/16211/192160/16647/170930/445007/192170/73666/57258/20220/16648/65246/70572/170762/19387/18141/223921/75826/16646/386612/19826/22196/53817/225160/56698/53319/68134/237082",62
"mmu05031","Amphetamine addiction - Mus musculus (house mouse)","38/4354","69/9787",0.0494915717138788,0.083628770554507,0.0356251592422348,"12912/26427/14683/108058/19055/18749/12913/16476/433759/19046/19047/20907/208647/231991/12288/18752/12315/110877/18747/170483/208677/12323/13195/19058/18750/14281/12313/19056/12325/12289/19057/11838/11911/224129/12915/12314/12322/109731",38
"mmu04975","Fat digestion and absorption - Mus musculus (house mouse)","25/4354","43/9787",0.0497358904501631,0.083628770554507,0.0356251592422348,"26569/66350/17777/11303/67916/18784/12491/20778/14080/67800/233549/26457/11806/11808/69836/50784/238055/19012/13350/224530/110460/109791/55979/27409/67470",25
"mmu04720","Long-term potentiation - Mus musculus (house mouse)","37/4354","67/9787",0.0497848692743839,0.083628770554507,0.0356251592422348,"18795/18798/108058/19055/18749/20111/19046/19047/16438/12288/16439/18752/12315/15461/18747/26395/14816/26396/215449/12323/19058/18750/12313/19056/12325/19057/11514/11911/328572/223864/20112/16440/12314/12322/14682/11836/110651",37
"mmu05146","Amoebiasis - Mus musculus (house mouse)","57/4354","108/9787",0.0502818871089361,0.0836396783187899,0.0356298058589073,"16177/12825/14268/12829/226421/16782/226519/21808/16780/69379/23928/18795/18798/14683/16776/18706/24088/12479/18749/21898/110382/230558/18710/18477/14825/15507/12843/18752/21803/60595/12826/12827/12367/18747/16779/11846/16773/16775/14672/18126/12842/19345/18750/16777/21809/20708/20723/20719/18708/22330/12279/16772/16774/19697/14682/14675/12830",57
"mmu04929","GnRH secretion - Mus musculus (house mouse)","35/4354","63/9787",0.0502819180508855,0.0836396783187899,0.0356298058589073,"12292/23797/16519/18795/18798/18706/15168/242425/18710/20750/16438/12288/16439/18752/16514/109689/15461/84036/16521/26395/22063/15166/26396/14672/216869/12291/18750/11651/18708/12289/58226/16440/54393/140492/14682",35
"mmu00830","Retinol metabolism - Mus musculus (house mouse)","54/4354","102/9787",0.0522796693094488,0.0865406176433109,0.0368655818329276,"98711/11761/71724/11522/26876/11532/277753/13118/13119/13117/666168/100040843/20148/100727/71773/243085/231396/22238/112417/72094/100559/13113/13112/56388/100041449/67442/232174/108841/13094/13087/13085/63857/13077/19378/19683/216454/54150/27400/19682/17252/28200/13350/11668/26358/13095/13097/545288/433247/13099/13096/404195/107141/226105/226143",54
"mmu04964","Proximal tubule bicarbonate reclamation - Mus musculus (house mouse)","14/4354","22/9787",0.0557387959187981,0.091820915015991,0.0391149445044197,"14660/11931/18534/11928/54403/11826/76257/216456/17449/11932/12351/27376/14661/74551",14
"mmu05204","Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse)","48/4354","90/9787",0.0563354740260531,0.092357676167712,0.0393436002813528,"14859/66447/13849/14866/68312/14867/14864/14862/14865/100727/71773/243085/231396/22238/112417/72094/100559/13113/13112/56388/100041449/76263/56615/76971/638251/20887/13106/17960/17961/13077/14858/14871/14872/12408/13078/14870/14869/225884/13095/13097/545288/433247/13099/13096/404195/107141/226105/226143",48
"mmu04658","Th1 and Th2 cell differentiation - Mus musculus (house mouse)","47/4354","88/9787",0.0570116421630775,0.0930189951081791,0.0396253166381501,"22637/20846/12503/18761/18128/54485/16449/18019/18129/19055/16476/19664/26414/12504/18036/16190/16150/18021/17132/270118/15979/19058/26420/103806/20850/18035/14281/16450/19056/26419/19057/16185/29857/19094/15980/13388/26416/18131/14998/14999/18037/18018/19697/16452/12675/16151/16186",47
"mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Mus musculus (house mouse)","15/4354","24/9787",0.0583224947145187,0.094310191151528,0.0401753553909889,"50785/23908/56219/15476/233781/93683/319415/54710/217119/218271/17423/54616/14042/15531/72727",15
"mmu04662","B cell receptor signaling pathway - Mus musculus (house mouse)","45/4354","84/9787",0.0583561593342299,0.094310191151528,0.0401753553909889,"16331/14130/23797/22325/18019/18706/57257/19055/26377/17096/12517/16476/18710/15170/232801/18036/12483/16332/68713/15461/12520/16150/18021/234779/26395/26396/19058/18035/20663/14281/11651/20963/18708/19056/12143/19057/19354/56637/18037/240168/18018/19697/83490/12675/16151",45
"mmu00340","Histidine metabolism - Mus musculus (house mouse)","16/4354","26/9787",0.0604568025180699,0.096787650979633,0.0412307326290766,"56752/140483/15186/72535/11669/243537/14317/15109/71761/11671/11484/110695/66054/107239/67383/109731",16
"mmu04977","Vitamin digestion and absorption - Mus musculus (house mouse)","16/4354","26/9787",0.0604568025180699,0.096787650979633,0.0412307326290766,"68421/116914/65969/69698/67096/330064/20778/11806/11808/20509/21452/52466/238055/26363/17250/20522",16
"mmu04659","Th17 cell differentiation - Mus musculus (house mouse)","55/4354","105/9787",0.0624553335449874,0.0995199473777603,0.0423946681220278,"22637/16177/20846/12503/20183/18761/20181/18019/16194/19885/19055/21812/16476/56717/26414/12504/21803/18036/16190/16150/50931/18021/17127/19883/21813/15979/19058/26420/19401/20850/20848/11622/18035/14281/15519/19056/26419/19057/16185/29857/19094/16180/15980/12394/26416/14998/14999/18037/17128/18018/19697/16452/12675/16151/16186",55
"mmu05140","Leishmaniasis - Mus musculus (house mouse)","38/4354","70/9787",0.0628368673624369,0.0996621942818185,0.0424552641175828,"20846/246256/14131/21808/22034/13628/24088/14129/26409/21898/16476/17357/15170/21803/18036/13057/16412/13627/17874/68652/15979/18126/18035/14281/21809/66513/29857/19094/266632/15980/26416/14998/14999/12266/19697/16452/13058/13712",38
